school_code,school_name,school_province,province_code,province_name,year,category,batch,province_batch_score,min_score,score_diff,min_rank,avg_score,avg_rank,max_score,max_rank,plan_count,admit_count,data_source,update_time,is_complete,remark
10001,北京大学,北京,23,黑龙江,2025,文科,一批,480,657,177,33,667,23,673,42,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,23,黑龙江,2025,理科,一批,490,690,200,40,696,28,715,52,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,31,上海,2025,综合,本科批,495,623,128,9,626,6,638,11,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物化组
10001,北京大学,北京,31,上海,2025,综合,本科批,495,623,128,6,630,4,658,7,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,不限组
10001,北京大学,北京,32,江苏,2025,理科,一批,510,686,176,45,699,31,704,58,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理等科目类
10001,北京大学,北京,32,江苏,2025,文科,一批,500,666,166,26,671,18,699,33,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史等科目类
10001,北京大学,北京,33,浙江,2025,文科,本科批,510,700,190,16,707,11,734,20,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,34,安徽,2025,文科,一批,495,667,172,32,673,22,700,41,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,34,安徽,2025,理科,一批,505,687,182,78,698,54,726,101,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,35,福建,2025,综合,一批,495,686,191,43,695,30,722,55,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理组
10001,北京大学,北京,35,福建,2025,综合,一批,495,665,170,46,668,32,701,59,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史组
10001,北京大学,北京,36,江西,2025,文科,一批,485,661,176,5,675,3,684,6,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,36,江西,2025,理科,一批,495,673,178,17,685,11,698,22,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,37,山东,2025,文科,一批,505,684,179,4,694,2,718,5,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,文科试验班类
10001,北京大学,北京,37,山东,2025,理科,一批,515,685,170,9,689,6,705,11,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,理科试验班类
10001,北京大学,北京,41,河南,2025,文科,一批,515,673,158,30,682,21,690,39,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,41,河南,2025,理科,一批,525,697,172,55,703,38,733,71,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,42,湖北,2025,综合,一批,505,668,163,84,672,58,688,109,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史组
10001,北京大学,北京,42,湖北,2025,综合,一批,505,682,177,107,691,74,720,139,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理组
10001,北京大学,北京,43,湖南,2025,综合,一批,500,685,185,103,697,72,714,133,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理组
10001,北京大学,北京,43,湖南,2025,综合,一批,500,660,160,69,672,48,690,89,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史组
10001,北京大学,北京,44,广东,2025,综合,一批,515,669,154,71,677,49,696,92,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史组
10001,北京大学,北京,44,广东,2025,综合,一批,515,689,174,133,695,93,712,172,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理组
10001,北京大学,北京,45,广西,2025,文科,一批,480,653,173,4,665,2,675,5,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,45,广西,2025,理科,一批,490,673,183,35,687,24,712,45,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,46,海南,2025,综合,一批,495,827,332,16,841,11,844,20,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,不限组
10001,北京大学,北京,46,海南,2025,综合,一批,495,838,343,6,841,4,864,7,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物化组
10001,北京大学,北京,50,重庆,2025,综合,一批,500,693,193,68,696,47,732,88,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,物理组
10001,北京大学,北京,50,重庆,2025,综合,一批,500,661,161,90,666,62,691,117,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,历史组
10001,北京大学,北京,51,四川,2025,文科,一批,510,663,153,57,668,39,685,74,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,51,四川,2025,理科,一批,520,690,170,18,704,12,723,23,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,52,贵州,2025,文科,一批,485,670,185,18,676,12,686,23,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,52,贵州,2025,理科,一批,495,681,186,73,693,51,708,94,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,53,云南,2025,文科,一批,490,666,176,9,671,6,702,11,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,53,云南,2025,理科,一批,500,685,185,54,698,37,717,70,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,61,陕西,2025,文科,一批,500,668,168,3,673,2,698,3,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,61,陕西,2025,理科,一批,510,694,184,4,699,2,727,5,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,62,甘肃,2025,文科,一批,475,651,176,17,658,11,666,22,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,62,甘肃,2025,理科,一批,485,667,182,36,679,25,689,46,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,63,青海,2025,文科,一批,460,634,174,11,637,7,668,14,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,63,青海,2025,理科,一批,470,642,172,17,651,11,669,22,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,64,宁夏,2025,文科,一批,465,637,172,8,643,5,664,10,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,64,宁夏,2025,理科,一批,475,662,187,22,666,15,679,28,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,65,新疆,2025,文科,一批,470,624,154,22,632,15,639,28,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10001,北京大学,北京,65,新疆,2025,理科,一批,480,666,186,61,679,42,686,79,,,北京大学本科招生网,2026-03-06T09:29:54.759491,TRUE,一批
10246,复旦大学,上海,11,北京,2025,历史类,本科批,510,679,169,42,682,29,714,54,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,11,北京,2025,物理类,本科批,520,680,160,56,694,39,701,72,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,12,天津,2025,历史类,本科批,500,683,183,92,692,64,703,119,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,12,天津,2025,物理类,本科批,510,690,180,175,701,122,717,227,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,13,河北,2025,历史类,一批,490,667,177,107,671,74,685,139,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,13,河北,2025,物理类,一批,500,680,180,307,685,214,720,399,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,14,山西,2025,历史类,一批,480,653,173,165,667,115,686,214,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,14,山西,2025,物理类,一批,490,677,187,318,682,222,710,413,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,15,内蒙古,2025,历史类,一批,470,665,195,53,680,37,687,68,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,15,内蒙古,2025,物理类,一批,480,685,205,81,698,56,715,105,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,21,辽宁,2025,历史类,一批,485,655,170,112,665,78,684,145,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,21,辽宁,2025,物理类,一批,495,685,190,110,700,77,706,143,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,22,吉林,2025,历史类,一批,475,652,177,29,662,20,689,37,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,22,吉林,2025,物理类,一批,485,678,193,214,682,149,713,278,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,23,黑龙江,2025,历史类,一批,480,649,169,72,657,50,682,93,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,23,黑龙江,2025,物理类,一批,490,682,192,54,685,37,712,70,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,31,上海,2025,综合,本科批,495,580,85,322,590,225,601,418,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,32,江苏,2025,历史类,一批,500,656,156,59,668,41,678,76,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,32,江苏,2025,物理类,一批,510,672,162,267,681,186,694,347,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,33,浙江,2025,综合,本科批,515,694,179,164,708,114,723,213,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,34,安徽,2025,历史类,一批,495,657,162,49,671,34,685,63,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,34,安徽,2025,物理类,一批,505,679,174,80,688,56,696,104,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,35,福建,2025,历史类,一批,490,649,159,61,654,42,671,79,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,35,福建,2025,物理类,一批,500,673,173,224,676,156,701,291,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,36,江西,2025,历史类,一批,485,646,161,90,659,62,665,117,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,36,江西,2025,物理类,一批,495,659,164,172,667,120,674,223,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,37,山东,2025,历史类,一批,505,670,165,74,677,51,689,96,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,37,山东,2025,物理类,一批,515,674,159,442,682,309,690,574,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,41,河南,2025,历史类,一批,515,666,151,293,671,205,688,380,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,41,河南,2025,物理类,一批,525,690,165,548,698,383,724,712,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,42,湖北,2025,历史类,一批,500,654,154,99,662,69,687,128,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,42,湖北,2025,物理类,一批,510,670,160,77,677,53,710,100,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,43,湖南,2025,历史类,一批,495,650,155,110,663,77,669,143,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,43,湖南,2025,物理类,一批,505,669,164,367,681,256,708,477,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,44,广东,2025,历史类,一批,510,661,151,181,675,126,686,235,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,44,广东,2025,物理类,一批,520,678,158,245,684,171,705,318,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,45,广西,2025,历史类,一批,480,646,166,103,660,72,666,133,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,45,广西,2025,物理类,一批,490,654,164,56,668,39,693,72,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,46,海南,2025,综合,一批,495,819,324,48,827,33,836,62,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,50,重庆,2025,历史类,一批,495,651,156,91,659,63,666,118,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,50,重庆,2025,物理类,一批,505,676,171,159,679,111,698,206,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,51,四川,2025,历史类,一批,510,653,143,223,664,156,683,289,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,51,四川,2025,物理类,一批,520,676,156,501,690,350,709,651,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,52,贵州,2025,历史类,一批,485,660,175,93,665,65,675,120,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,52,贵州,2025,物理类,一批,495,662,167,80,672,56,698,104,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,53,云南,2025,历史类,一批,490,653,163,73,657,51,674,94,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,53,云南,2025,物理类,一批,500,662,162,305,669,213,694,396,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,61,陕西,2025,历史类,一批,500,664,164,102,675,71,687,132,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,61,陕西,2025,物理类,一批,510,690,180,258,696,180,718,335,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,62,甘肃,2025,历史类,一批,475,644,169,71,657,49,660,92,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,62,甘肃,2025,物理类,一批,485,662,177,199,667,139,685,258,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,63,青海,2025,历史类,一批,460,620,160,41,630,28,642,53,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,63,青海,2025,物理类,一批,470,641,171,10,656,7,676,13,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,64,宁夏,2025,历史类,一批,465,630,165,59,638,41,650,76,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,64,宁夏,2025,物理类,一批,475,636,161,61,644,42,655,79,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,65,新疆,2025,历史类,一批,470,601,131,24,611,16,632,31,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,65,新疆,2025,物理类,一批,480,662,182,64,673,44,677,83,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,11,北京,2024,历史类,本科批,505,678,173,18,681,12,716,23,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,11,北京,2024,物理类,本科批,515,681,166,66,694,46,702,85,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,12,天津,2024,历史类,本科批,495,674,179,95,677,66,693,123,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,12,天津,2024,物理类,本科批,505,688,183,166,697,116,716,215,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,13,河北,2024,历史类,一批,485,660,175,184,666,128,678,239,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,13,河北,2024,物理类,一批,495,675,180,70,680,49,696,91,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,14,山西,2024,历史类,一批,475,629,154,251,638,175,665,326,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,14,山西,2024,物理类,一批,485,675,190,374,680,261,701,486,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,15,内蒙古,2024,历史类,一批,465,629,164,127,642,88,650,165,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,15,内蒙古,2024,物理类,一批,475,690,215,98,696,68,708,127,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,21,辽宁,2024,历史类,一批,480,661,181,53,675,37,697,68,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,21,辽宁,2024,物理类,一批,490,691,201,66,696,46,719,85,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,22,吉林,2024,历史类,一批,470,644,174,146,654,102,679,189,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,22,吉林,2024,物理类,一批,480,687,207,138,701,96,718,179,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,23,黑龙江,2024,历史类,一批,475,666,191,79,672,55,693,102,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,23,黑龙江,2024,物理类,一批,485,696,211,133,705,93,731,172,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,31,上海,2024,综合,本科批,490,580,90,466,586,326,611,605,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,32,江苏,2024,历史类,一批,495,650,155,177,657,123,665,230,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,32,江苏,2024,物理类,一批,505,672,167,214,680,149,704,278,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,33,浙江,2024,综合,本科批,510,697,187,213,703,149,713,276,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,34,安徽,2024,历史类,一批,490,660,170,115,675,80,700,149,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,34,安徽,2024,物理类,一批,500,681,181,328,695,229,698,426,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,35,福建,2024,历史类,一批,485,643,158,100,653,70,678,130,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,35,福建,2024,物理类,一批,495,678,183,128,692,89,698,166,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,36,江西,2024,历史类,一批,480,646,166,105,656,73,671,136,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,36,江西,2024,物理类,一批,490,663,173,172,674,120,699,223,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,37,山东,2024,历史类,一批,500,668,168,85,671,59,687,110,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,37,山东,2024,物理类,一批,510,674,164,146,685,102,690,189,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,41,河南,2024,历史类,一批,510,646,136,67,656,46,669,87,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,41,河南,2024,物理类,一批,520,684,164,256,696,179,708,332,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,42,湖北,2024,历史类,一批,495,651,156,191,660,133,675,248,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,42,湖北,2024,物理类,一批,505,675,170,264,683,184,700,343,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,43,湖南,2024,历史类,一批,490,648,158,95,652,66,676,123,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,43,湖南,2024,物理类,一批,500,677,177,323,692,226,716,419,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,44,广东,2024,历史类,一批,505,652,147,297,655,207,681,386,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,44,广东,2024,物理类,一批,515,672,157,255,680,178,711,331,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,45,广西,2024,历史类,一批,475,658,183,119,663,83,674,154,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,45,广西,2024,物理类,一批,485,672,187,297,687,207,705,386,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,46,海南,2024,综合,一批,490,827,337,61,835,42,846,79,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,50,重庆,2024,历史类,一批,490,659,169,131,674,91,698,170,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,50,重庆,2024,物理类,一批,500,682,182,189,691,132,701,245,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,51,四川,2024,历史类,一批,505,632,127,49,638,34,665,63,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,51,四川,2024,物理类,一批,515,685,170,310,698,217,706,403,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,52,贵州,2024,历史类,一批,480,655,175,38,664,26,688,49,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,52,贵州,2024,物理类,一批,490,671,181,147,676,102,704,191,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,53,云南,2024,历史类,一批,485,665,180,79,668,55,693,102,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,53,云南,2024,物理类,一批,495,667,172,220,673,154,702,286,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,61,陕西,2024,历史类,一批,495,637,142,26,647,18,663,33,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,61,陕西,2024,物理类,一批,505,690,185,254,705,177,726,330,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,62,甘肃,2024,历史类,一批,470,646,176,84,660,58,661,109,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,62,甘肃,2024,物理类,一批,480,676,196,41,691,28,705,53,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,63,青海,2024,历史类,一批,455,610,155,4,618,2,635,5,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,63,青海,2024,物理类,一批,465,640,175,68,645,47,656,88,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,64,宁夏,2024,历史类,一批,460,632,172,33,638,23,660,42,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,64,宁夏,2024,物理类,一批,470,632,162,114,646,79,656,148,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
10246,复旦大学,上海,65,新疆,2024,历史类,一批,465,606,141,101,609,70,635,131,,,复旦大学招生网,2026-03-06T09:29:54.759491,TRUE,普通批
